,OTU,Sample,Abundance,Group,Smple.ID,Treatment,Rep,Year_Month,Season,Location,Season_Location,Season_Year_Location,Year,Ph,TotalN,GravSoilMois,organicmatter,RespiredC,satH,satCa,satMg,satK,satNa,Kingdom,Phylum,Class,Order,Family,Genus,Taxonomy,,,Genus1
110521,Otu061,BDM05150039BF,0.002269317,BDM05150039BF,204,BioAgri,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,15,21.25765164,2.3,15.54256075,34,51,8,6,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110522,Otu061,BDM05150032BF,0.002249541,BDM05150032BF,105,Naturecycle,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,9,21.76470588,2.2,10.92703873,35,50,9,5,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110523,Otu061,BDM09150039BF,0.00221342,BDM09150039BF,204,BioAgri,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.9,19,22.49335588,2.3,3.655465696,38,50,7,4,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110524,Otu061,BDM05160017BF,0.002191555,BDM05160017BF,304,Polyethylene,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.90078485,NA,8.683090529,NA,NA,NA,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110525,Otu061,BDM05160016BF,0.002123894,BDM05160016BF,302,Weedguard,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,23.72020837,NA,6.899009279,NA,NA,NA,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110526,Otu061,BDM05150035BF,0.002069725,BDM05150035BF,108,Polyethylene,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,21.49333333,2.5,13.10261405,36,50,8,5,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110527,Otu061,BDM05150048BF,0.002047808,BDM05150048BF,307,No Mulch,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,28.02547771,2.3,17.10240846,49,39,7,4,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110528,Otu061,BDM05150033BF,0.002043372,BDM05150033BF,106,No Mulch,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,22.23476298,2.3,12.74269897,34,51,9,5,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110529,Otu061,BDM05150040BF,0.002030477,BDM05150040BF,205,Organix,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,7,20.49736247,2.4,10.67141111,57,33,6,3,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110530,Otu061,BDM05160001BF,0.001987653,BDM05160001BF,101,Weedguard,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,23.32275546,NA,6.467224541,NA,NA,NA,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110531,Otu061,BDM05150046BF,0.001968619,BDM05150046BF,305,BioAgri,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,9,21.76165803,2.5,16.13511783,49,39,7,4,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110532,Otu061,BDM05150030BF,0.00192617,BDM05150030BF,102,BioAgri,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.4,10,21.8579235,2.3,16.73779786,33,52,9,5,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110533,Otu061,BDM09150044BF,0.00191984,BDM09150044BF,302,Weedguard,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,6.2,14,22.57601149,2.4,4.191668159,43,46,6,4,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110534,Otu061,BDM05150045BF,0.001918305,BDM05150045BF,304,Polyethylene,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,12,21.83908046,2.4,20.14142608,49,39,7,4,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110535,Otu061,BDM05150037BF,0.001841155,BDM05150037BF,202,No Mulch,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,12,22.29617304,2.4,14.62863052,40,47,7,5,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110536,Otu061,BDM05150043BF,0.001819066,BDM05150043BF,301,Naturecycle,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.4,17,19.41896024,2.4,12.3287849,32,53,9,5,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110537,Otu061,BDM05150042BF,0.00178446,BDM05150042BF,207,Polyethylene,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,19.61414791,2.2,16.16885754,16,66,11,6,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110538,Otu061,BDM05150049BF,0.001774389,BDM05150049BF,308,Organix,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.3,12,22.6744186,2.4,15.37231109,42,46,7,4,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110539,Otu061,BDM05150038BF,0.001694621,BDM05150038BF,203,Weedguard,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,21,19.98577525,2.4,13.09500205,36,49,8,6,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110540,Otu061,BDM05150036BF,0.001691758,BDM05150036BF,201,PLA/PHA,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,16,23.60604482,2.3,14.17316835,27,56,10,6,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110541,Otu061,BDM05160021BF,0.001687156,BDM05160021BF,308,Organix,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.84016612,NA,4.835609047,NA,NA,NA,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110542,Otu061,BDM05150029BF,0.001606652,BDM05150029BF,101,Weedguard,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,14,20.46783626,2.3,13.22227717,40,47,8,4,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110543,Otu061,BDM05150044BF,0.001587094,BDM05150044BF,302,Weedguard,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.4,17,21.12244898,2.5,14.5656793,25,59,9,6,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
110544,Otu061,BDM05150041BF,0.001318077,BDM05150041BF,206,Naturecycle,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.3,6,21.38038402,2.2,13.7474331,35,50,9,5,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces,,,Streptomyces
104665,Otu014,BDM05150008BF,0.086018832,BDM05150008BF,201,PLA/PHA,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,3.995,90,19.36205932,1.6,10.61460979,65,28,6,1,0,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104666,Otu014,BDM05150015BF,0.085487402,BDM05150015BF,301,Naturecycle,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.235,43,14.68955073,1.5,4.709934639,51,35,11,2,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104667,Otu014,BDM05160043BF,0.071356022,BDM05160043BF,301,Naturecycle,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,5.715,NA,14.20454545,NA,2.448572307,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104668,Otu014,BDM05150016BF,0.070015823,BDM05150016BF,302,Weedguard,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.66,36,13.85444744,1.3,4.476142285,41,43,13,2,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104669,Otu014,BDM05150004BF,0.064512574,BDM05150004BF,105,Naturecycle,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.62,47,16.46205357,1.7,8.6277387,45,40,10,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104670,Otu014,BDM09150016BF,0.064412043,BDM09150016BF,302,Weedguard,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.01,23,8.312746733,1.4,2.432951694,57,32,7,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104671,Otu014,BDM09150001BF,0.061573212,BDM09150001BF,101,Weedguard,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.7,26,6.260929127,1.6,4.409592476,68,24,4,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104672,Otu014,BDM05150010BF,0.060609808,BDM05150010BF,203,Weedguard,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.61,31,13.21230459,1.3,9.253682798,51,36,10,2,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104673,Otu014,BDM09150004BF,0.058381009,BDM09150004BF,105,Naturecycle,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.815,39,7.737862706,1.9,4.449081189,63,29,5,3,0,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104674,Otu014,BDM05160036BF,0.058129217,BDM05160036BF,201,PLA/PHA,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,5.595,NA,14.3258427,NA,4.299283462,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104675,Otu014,BDM05150005BF,0.057143364,BDM05150005BF,106,No Mulch,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.215,97,15.67010309,1.9,1.385787126,46,41,8,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104676,Otu014,BDM09150015BF,0.057083959,BDM09150015BF,301,Naturecycle,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.965,28,7.317783443,1.6,2.656209403,52,37,7,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104677,Otu014,BDM05160044BF,0.056482511,BDM05160044BF,302,Weedguard,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.145,NA,12.35955056,NA,3.036042532,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104678,Otu014,BDM09150005BF,0.054905726,BDM09150005BF,106,No Mulch,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.9,26,8.648714843,2.1,4.161709641,62,31,5,2,0,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104679,Otu014,BDM05150009BF,0.052439076,BDM05150009BF,202,No Mulch,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.4,21,13.19742489,1.3,5.137262248,53,37,8,1,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104680,Otu014,BDM05150002BF,0.052424093,BDM05150002BF,102,BioAgri,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.86,85,15.27777778,1.5,10.30068473,67,25,5,2,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104681,Otu014,BDM05150011BF,0.050545689,BDM05150011BF,204,BioAgri,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.71,57,13.22272499,1.4,7.508101571,63,27,7,2,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104682,Otu014,BDM09160016BF,0.050474837,BDM09160016BF,302,Weedguard,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.5,20,14.03940887,1.4,5.766718983,39,46,11,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104683,Otu014,BDM05150017BF,0.04989154,BDM05150017BF,304,Polyethylene,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.84,32,13.31236897,1.2,4.771065381,23,62,11,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104684,Otu014,BDM05160038BF,0.049737765,BDM05160038BF,203,Weedguard,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.055,NA,11.35734072,NA,3.93934806,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104685,Otu014,BDM09150003BF,0.048384663,BDM09150003BF,103,PLA/PHA,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.755,46,10.29189145,1.6,6.302637036,64,28,5,2,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104686,Otu014,BDM05160032BF,0.048175062,BDM05160032BF,105,Naturecycle,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.245,NA,15.8045977,NA,4.277320803,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104687,Otu014,BDM09150010BF,0.04772379,BDM09150010BF,203,Weedguard,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.84,35,7.24417449,1.3,2.734633308,59,30,6,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104688,Otu014,BDM05150003BF,0.047051151,BDM05150003BF,103,PLA/PHA,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.605,66,15.31850354,1.5,2.706314843,46,39,10,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104689,Otu014,BDM09150002BF,0.046972375,BDM09150002BF,102,BioAgri,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.75,24,6.118162096,1.5,3.815520567,55,35,6,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104690,Otu014,BDM05160039BF,0.04607344,BDM05160039BF,204,BioAgri,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.13,NA,12.32492997,NA,3.545908887,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104691,Otu014,BDM05160029BF,0.045187943,BDM05160029BF,101,Weedguard,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,5.825,NA,13.61111111,NA,5.095171454,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104692,Otu014,BDM05160031BF,0.044400424,BDM05160031BF,103,PLA/PHA,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.005,NA,12.15469613,NA,8.138756816,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104693,Otu014,BDM09150011BF,0.043553841,BDM09150011BF,204,BioAgri,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.8,28,21.48901328,1.4,3.602059855,67,24,4,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104694,Otu014,BDM05160030BF,0.043347898,BDM05160030BF,102,BioAgri,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.19,NA,13.8028169,NA,6.596229766,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104695,Otu014,BDM05150001BF,0.043181124,BDM05150001BF,101,Weedguard,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.49,58,13.74331551,1.5,6.416718599,54,34,8,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104696,Otu014,BDM05160045BF,0.042476216,BDM05160045BF,304,Polyethylene,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.14,NA,10.92896175,NA,2.576790047,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104697,Otu014,BDM05150012BF,0.042149892,BDM05150012BF,205,Organix,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.355,62,15.64738292,1.6,7.528852665,43,44,9,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104698,Otu014,BDM09150009BF,0.041508381,BDM09150009BF,202,No Mulch,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.405,19,6.061796154,1.4,2.794888074,56,33,7,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104699,Otu014,BDM05160033BF,0.040994256,BDM05160033BF,106,No Mulch,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.33,NA,15.29745042,NA,4.277650503,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104700,Otu014,BDM05160037BF,0.039436773,BDM05160037BF,202,No Mulch,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.355,NA,12.15469613,NA,4.372361726,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104701,Otu014,BDM09150017BF,0.03901903,BDM09150017BF,304,Polyethylene,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.13,12,6.39543597,1.3,0.940797453,63,28,5,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104702,Otu014,BDM05150006BF,0.038811346,BDM05150006BF,107,Organix,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.18,55,11.75540327,1.4,9.054453677,50,38,7,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104703,Otu014,BDM05150007BF,0.038642065,BDM05150007BF,108,Polyethylene,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.13,80,15.78666667,1.7,18.84867996,33,49,10,7,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104704,Otu014,BDM09150021BF,0.037891821,BDM09150021BF,308,Organix,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.455,18,6.945678435,1.5,2.465492948,56,36,4,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104705,Otu014,BDM09150007BF,0.037556272,BDM09150007BF,108,Polyethylene,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.855,22,12.18409654,1.5,3.802966679,59,32,6,2,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104706,Otu014,BDM09150012BF,0.037505525,BDM09150012BF,205,Organix,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.315,27,9.647875587,1.6,2.447388101,35,49,8,7,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104707,Otu014,BDM05160040BF,0.037255259,BDM05160040BF,205,Organix,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.395,NA,13.05555556,NA,3.988122668,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104708,Otu014,BDM09160015BF,0.037047126,BDM09160015BF,301,Naturecycle,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.45,33,11.98979592,1.6,7.105386058,53,36,8,2,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104709,Otu014,BDM09160004BF,0.036698389,BDM09160004BF,105,Naturecycle,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.75,58,11.26436782,1.6,4.478736497,52,37,6,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104710,Otu014,BDM05160034BF,0.034740702,BDM05160034BF,107,Organix,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.32,NA,12.67605634,NA,3.5952218,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
